ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LAT,LONG
,525-00102,525-00100,2,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.785157,-122.399151
,525-00103,525-00100,3,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.78515,-122.399142
,525-00104,525-00100,4,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.785143,-122.399133
,525-00105,525-00100,5,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.785137,-122.399126
,525-00106,525-00100,6,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.785131,-122.399118
,525-00107,525-00100,7,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.785117,-122.399101
,525-00108,525-00100,8,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.785111,-122.399092
,525-00109,525-00100,9,Black,MS,Y,N,SFMTA,ON,0,10,KAPLAN LN,7741000,MC5,Downtown,37.785103,-122.399082
,525-00110,525-00100,10,Black,MS,Y,N,SFMTA,ON,0,11,KAPLAN LN,7741000,MC5,Downtown,37.785097,-122.399075
,525-00112,525-00100,12,Black,MS,Y,N,SFMTA,ON,0,11,KAPLAN LN,7741000,MC5,Downtown,37.785084,-122.399058
,525-00301,525-00300,1,Black,MS,Y,N,SFMTA,ON,0,30,KAPLAN LN,7741000,MC5,Downtown,37.785078,-122.39905
,525-00302,525-00300,2,Black,MS,Y,N,SFMTA,ON,0,30,KAPLAN LN,7741000,MC5,Downtown,37.785072,-122.399042
,525-00303,525-00300,3,Black,MS,Y,N,SFMTA,ON,0,30,KAPLAN LN,7741000,MC5,Downtown,37.785066,-122.399034
,525-00304,525-00300,4,Black,MS,Y,N,SFMTA,ON,0,30,KAPLAN LN,7741000,MC5,Downtown,37.785059,-122.399025
,525-00305,525-00300,5,Black,MS,Y,N,SFMTA,ON,0,30,KAPLAN LN,7741000,MC5,Downtown,37.785052,-122.399016
,525-00306,525-00300,6,Black,MS,Y,N,SFMTA,ON,0,30,KAPLAN LN,7741000,MC5,Downtown,37.785046,-122.399008
,561-00258,561-00250,8,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.792684,-122.39586
,202-00051,202-00050,1,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789146,-122.401099
,691-17180,-,0,Black,SS,N,N,SFMTA,ON,0,1718,UNION ST,12866000,MC3, ,37.798123,-122.427852
,569-23295,569-23290,5,Black,MS,N,N,SFMTA,ON,0,2329,MARKET ST,8767101,MC3, ,37.763237,-122.434114
,569-23294,569-23290,4,Black,MS,N,N,SFMTA,ON,0,2329,MARKET ST,8767101,MC3, ,37.763245,-122.434104
,569-23293,569-23290,3,Black,MS,N,N,SFMTA,ON,0,2329,MARKET ST,8767101,MC3, ,37.763252,-122.434095
,569-23292,569-23290,2,Black,MS,N,N,SFMTA,ON,0,2329,MARKET ST,8767101,MC3, ,37.763258,-122.434087
,583-02676,583-02670,6,Black,MS,N,N,SFMTA,ON,0,267,NOE ST,9611000,MC3, ,37.764574,-122.433055
,583-02675,583-02670,5,Black,MS,N,N,SFMTA,ON,0,267,NOE ST,9611000,MC3, ,37.764565,-122.433054
,583-02674,583-02670,4,Black,MS,N,N,SFMTA,ON,0,267,NOE ST,9611000,MC3, ,37.764555,-122.433053
,583-02673,583-02670,3,Black,MS,N,N,SFMTA,ON,0,267,NOE ST,9611000,MC3, ,37.764546,-122.433052
,583-02672,583-02670,2,Black,MS,N,N,SFMTA,ON,0,267,NOE ST,9611000,MC3, ,37.764534,-122.43305
,569-21265,569-21260,5,Black,MS,N,N,SFMTA,ON,0,2126,MARKET ST,8764201,MC3, ,37.766936,-122.429878
,569-21264,569-21260,4,Black,MS,N,N,SFMTA,ON,0,2126,MARKET ST,8764201,MC3, ,37.766942,-122.42987
,204-03550,-,0,Black,SS,N,N,SFMTA,ON,0,355,04TH ST,258000,MC5,South Embarcadero,37.781253,-122.400045
,204-03530,-,0,Black,SS,N,N,SFMTA,ON,0,353,04TH ST,258000,MC5,South Embarcadero,37.781262,-122.400056
,204-03510,-,0,Black,SS,N,N,SFMTA,ON,0,351,04TH ST,258000,MC5,South Embarcadero,37.781272,-122.400069
,204-03490,-,0,Black,SS,N,N,SFMTA,ON,0,349,04TH ST,258000,MC5,South Embarcadero,37.781282,-122.400081
,204-03470,-,0,Black,SS,N,N,SFMTA,ON,0,347,04TH ST,258000,MC5,South Embarcadero,37.781292,-122.400093
,561-02150,561-02150,10,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790519,-122.393149
,561-02159,561-02150,9,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790526,-122.393159
,561-02158,561-02150,8,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790535,-122.39317
,328-01550,-,0,Black,SS,N,N,SFMTA,ON,0,155,BEALE ST,2864000,MC5,Downtown,37.790159,-122.394414
,445-05163,445-05160,3,Black,MS,N,N,SFMTA,ON,0,516,GREEN ST,6452000,MC3, ,37.799675,-122.408055
,445-05162,445-05160,2,Black,MS,N,N,SFMTA,ON,0,516,GREEN ST,6452000,MC3, ,37.799677,-122.408041
,524-02465,524-02460,5,Black,MS,Y,N,SFMTA,ON,0,246,KING ST,7833201,MC5,South Embarcadero,37.777353,-122.393031
,524-02464,524-02460,4,Black,MS,Y,N,SFMTA,ON,0,246,KING ST,7833201,MC5,South Embarcadero,37.777361,-122.393021
,524-02463,524-02460,3,Black,MS,Y,N,SFMTA,ON,0,246,KING ST,7833201,MC5,South Embarcadero,37.777367,-122.393013
,524-02462,524-02460,2,Black,MS,Y,N,SFMTA,ON,0,246,KING ST,7833201,MC5,South Embarcadero,37.777374,-122.393005
,561-02063,561-02060,3,Black,MS,N,N,SFMTA,ON,0,206,MAIN ST,8629000,MC5,Downtown,37.790358,-122.393205
,561-02062,561-02060,2,Black,MS,N,N,SFMTA,ON,0,206,MAIN ST,8629000,MC5,Downtown,37.790366,-122.393214
,561-02048,561-02040,8,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.79038,-122.393231
,561-02047,561-02040,7,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.790387,-122.39324
,561-02046,561-02040,6,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.790394,-122.393249
,561-02045,561-02040,5,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.7904,-122.393256
,561-02044,561-02040,4,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.790407,-122.393265
,561-02043,561-02040,3,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.790414,-122.393274
,561-02042,561-02040,2,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.79042,-122.393282
,561-02028,561-02020,8,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.790434,-122.393299
,561-02027,561-02020,7,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.790441,-122.393308
,561-02026,561-02020,6,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.790447,-122.393315
,561-02025,561-02020,5,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.790456,-122.393326
,561-02024,561-02020,4,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.790462,-122.393335
,462-05133,462-05130,3,Black,MS,N,N,SFMTA,ON,0,513,HAIGHT ST,6608000,MC3, ,37.771986,-122.430908
,462-05132,462-05130,2,Black,MS,N,N,SFMTA,ON,0,513,HAIGHT ST,6608000,MC3, ,37.771988,-122.430894
,568-45200,-,0,Black,SS,N,N,SFMTA,ON,0,4520,MISSION ST,9162000,MC3, ,37.725456,-122.434331
,568-45180,-,0,Black,SS,N,N,SFMTA,ON,0,4518,MISSION ST,9162000,MC3, ,37.72547,-122.434321
,568-45160,-,0,Black,SS,N,N,SFMTA,ON,0,4516,MISSION ST,9162000,MC3, ,37.725481,-122.434312
,501-01206,501-01200,6,Black,MS,N,N,SFMTA,ON,0,120,JESSIE ST,7517000,MC5,Downtown,37.788024,-122.400937
,352-04055,352-04050,5,Black,MS,N,N,SFMTA,ON,0,405,CASTRO ST,3790000,MC3, ,37.762085,-122.435009
,352-04054,352-04050,4,Black,MS,N,N,SFMTA,ON,0,405,CASTRO ST,3790000,MC3, ,37.762093,-122.435009
,352-04053,352-04050,3,Black,MS,N,N,SFMTA,ON,0,405,CASTRO ST,3790000,MC3, ,37.762101,-122.43501
,352-04052,352-04050,2,Black,MS,N,N,SFMTA,ON,0,405,CASTRO ST,3790000,MC3, ,37.762108,-122.435011
,501-03031,501-03030,1,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,MC5,Downtown,37.784756,-122.40494
,561-00257,561-00250,7,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.79269,-122.395867
,561-00256,561-00250,6,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.792697,-122.395875
,561-00255,561-00250,5,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.792704,-122.395884
,561-00254,561-00250,4,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.79271,-122.395891
,561-00253,561-00250,3,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.792717,-122.3959
,561-00252,561-00250,2,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.792725,-122.39591
,561-00259,561-00250,9,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.792677,-122.39585
,561-00198,561-00190,8,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.792744,-122.395935
,561-00197,561-00190,7,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.79275,-122.395943
,561-00196,561-00190,6,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.792758,-122.395953
,561-00195,561-00190,5,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.792765,-122.39596
,561-00194,561-00190,4,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.792771,-122.395969
,561-00193,561-00190,3,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.792778,-122.395977
,561-00192,561-00190,2,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.792786,-122.395987
,561-00199,561-00190,9,Black,MS,N,N,SFMTA,ON,0,19,MAIN ST,8627000,MC5,Downtown,37.792737,-122.395926
,561-00137,561-00130,7,Black,MS,N,N,SFMTA,ON,0,13,MAIN ST,8627000,MC5,Downtown,37.792805,-122.396011
,561-00136,561-00130,6,Black,MS,N,N,SFMTA,ON,0,13,MAIN ST,8627000,MC5,Downtown,37.792812,-122.39602
,561-00135,561-00130,5,Black,MS,N,N,SFMTA,ON,0,13,MAIN ST,8627000,MC5,Downtown,37.79282,-122.396029
,561-00134,561-00130,4,Black,MS,N,N,SFMTA,ON,0,13,MAIN ST,8627000,MC5,Downtown,37.792826,-122.396037
,218-40180,-,0,Black,SS,N,N,SFMTA,ON,0,4018,18TH ST,891000,MC3, ,37.760979,-122.434425
,324-09340,324-09340,10,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800371,-122.401332
,324-09349,324-09340,9,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800364,-122.40133
,324-09348,324-09340,8,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800353,-122.401328
,324-09347,324-09340,7,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800343,-122.401326
,324-09346,324-09340,6,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800333,-122.401324
,324-09345,324-09340,5,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800323,-122.401322
,324-09344,324-09340,4,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800313,-122.40132
,324-09343,324-09340,3,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800303,-122.401318
,324-09342,324-09340,2,Black,MS,N,N,SFMTA,ON,0,934,BATTERY ST,2764000,MC3, ,37.800295,-122.401316
,701-18291,701-18290,1,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.792715,-122.422967
,701-18299,701-18290,9,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.792707,-122.422965
,701-18298,701-18290,8,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.7927,-122.422963
,701-18297,701-18290,7,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.792691,-122.422962
,701-18296,701-18290,6,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.792683,-122.42296
,701-18295,701-18290,5,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.792675,-122.422958
,701-18294,701-18290,4,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.792668,-122.422957
,701-18293,701-18290,3,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.79266,-122.422955
,701-18292,701-18290,2,Black,MS,N,N,SFMTA,ON,0,1829,VAN NESS AVE,13160101,MC3, ,37.792653,-122.422954
,684-04746,684-04740,6,Black,MS,Y,N,SFMTA,ON,0,494,TOWNSEND ST,12664000,MC3, ,37.773775,-122.399389
,684-04747,684-04740,7,Black,MS,Y,N,SFMTA,ON,0,496,TOWNSEND ST,12664000,MC3, ,37.773763,-122.399404
,612-03520,612-03006,52,Black,MS,Y,N,SFMTA,ON,0,352,POLK ST,10549000,MC5,Civic Center,37.780061,-122.418421
,681-06020,-,0,Black,SS,N,N,SFMTA,ON,0,602,TAYLOR ST,12434000,MC1, ,37.787987,-122.41165
,413-07051,413-07050,1,Black,MS,N,N,SFMTA,ON,0,705,FILBERT ST,5504000,MC3, ,37.801105,-122.411034
,563-03140,563-03002,14,Black,MS,Y,N,SFMTA,ON,0,314,MCALLISTER ST,8893000,MC5,Civic Center,37.780514,-122.417478
,563-01031,563-01030,1,Black,MS,N,N,SFMTA,ON,0,103,MCALLISTER ST,8890000,MC2, ,37.780842,-122.413857
,902-00620,-,0,Black,SS,Y,N,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,MC5,Fillmore,37.789204,-122.435057
,568-02397,568-02390,7,Black,MS,N,N,SFMTA,ON,0,239,MISSION ST,9085000,MC5,Downtown,37.791264,-122.395526
,561-02023,561-02020,3,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.790469,-122.393343
,561-02022,561-02020,2,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.790474,-122.393349
,354-20334,354-20330,4,Black,MS,N,N,SFMTA,ON,0,2033,CHESTNUT ST,3978000,MC5,Marina,37.800603,-122.437427
,354-20333,354-20330,3,Black,MS,N,N,SFMTA,ON,0,2033,CHESTNUT ST,3978000,MC5,Marina,37.800605,-122.437413
,354-20332,354-20330,2,Black,MS,N,N,SFMTA,ON,0,2033,CHESTNUT ST,3978000,MC5,Marina,37.800607,-122.437401
,614-17035,614-17030,5,Black,MS,N,N,SFMTA,ON,0,1703,POST ST,10645000,MC5,Fillmore,37.785473,-122.430021
,614-17034,614-17030,4,Black,MS,N,N,SFMTA,ON,0,1703,POST ST,10645000,MC5,Fillmore,37.785475,-122.430008
,614-17033,614-17030,3,Black,MS,N,N,SFMTA,ON,0,1703,POST ST,10645000,MC5,Fillmore,37.785476,-122.429996
,614-17032,614-17030,2,Black,MS,N,N,SFMTA,ON,0,1703,POST ST,10645000,MC5,Fillmore,37.785478,-122.429985
,614-18275,614-18270,5,Black,MS,N,N,SFMTA,ON,0,1827,POST ST,10646000,MC5,Fillmore,37.785168,-122.432461
,614-18274,614-18270,4,Black,MS,N,N,SFMTA,ON,0,1827,POST ST,10646000,MC5,Fillmore,37.785169,-122.432448
,614-18273,614-18270,3,Black,MS,N,N,SFMTA,ON,0,1827,POST ST,10646000,MC5,Fillmore,37.785171,-122.432437
,614-18272,614-18270,2,Black,MS,N,N,SFMTA,ON,0,1827,POST ST,10646000,MC5,Fillmore,37.785172,-122.432426
,415-14500,415-14500,10,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783345,-122.432649
,415-14509,415-14500,9,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783335,-122.432647
,415-14508,415-14500,8,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783325,-122.432645
,415-14507,415-14500,7,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783317,-122.432643
,415-14506,415-14500,6,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783307,-122.432641
,415-14505,415-14500,5,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783298,-122.432639
,415-14504,415-14500,4,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783289,-122.432638
,415-14503,415-14500,3,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783279,-122.432636
,415-14502,415-14500,2,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783269,-122.432634
,218-41136,218-41130,6,Black,MS,N,N,SFMTA,ON,0,4113,18TH ST,892000,MC3, ,37.760799,-122.435609
,218-41135,218-41130,5,Black,MS,N,N,SFMTA,ON,0,4113,18TH ST,892000,MC3, ,37.7608,-122.435595
,464-03243,464-03240,3,Black,MS,N,N,SFMTA,ON,0,324,HAYES ST,6815000,MC5,Civic Center,37.777041,-122.422234
,464-03242,464-03240,2,Black,MS,N,N,SFMTA,ON,0,324,HAYES ST,6815000,MC5,Civic Center,37.777042,-122.422221
,419-04246,419-04240,6,Black,MS,N,N,SFMTA,ON,0,424,FRANKLIN ST,5804000,MC5,Civic Center,37.778726,-122.421574
,419-04245,419-04240,5,Black,MS,N,N,SFMTA,ON,0,424,FRANKLIN ST,5804000,MC5,Civic Center,37.778717,-122.421572
,419-04244,419-04240,4,Black,MS,N,N,SFMTA,ON,0,424,FRANKLIN ST,5804000,MC5,Civic Center,37.778708,-122.421571
,419-04243,419-04240,3,Black,MS,N,N,SFMTA,ON,0,424,FRANKLIN ST,5804000,MC5,Civic Center,37.778699,-122.421569
,419-04242,419-04240,2,Black,MS,N,N,SFMTA,ON,0,424,FRANKLIN ST,5804000,MC5,Civic Center,37.778688,-122.421567
,472-00607,472-00600,7,Black,MS,N,N,SFMTA,ON,0,60,HYDE ST,7114000,MC5,Civic Center,37.781139,-122.415322
,472-00606,472-00600,6,Black,MS,N,N,SFMTA,ON,0,60,HYDE ST,7114000,MC5,Civic Center,37.781129,-122.41532
,472-00605,472-00600,5,Black,MS,N,N,SFMTA,ON,0,60,HYDE ST,7114000,MC5,Civic Center,37.781119,-122.415317
,472-00604,472-00600,4,Black,MS,N,N,SFMTA,ON,0,60,HYDE ST,7114000,MC5,Civic Center,37.781109,-122.415315
,472-00603,472-00600,3,Black,MS,N,N,SFMTA,ON,0,60,HYDE ST,7114000,MC5,Civic Center,37.781101,-122.415314
,472-00602,472-00600,2,Black,MS,N,N,SFMTA,ON,0,60,HYDE ST,7114000,MC5,Civic Center,37.78109,-122.415312
,472-00568,472-00560,8,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,MC5,Civic Center,37.78107,-122.415307
,472-00567,472-00560,7,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,MC5,Civic Center,37.781061,-122.415306
,472-00566,472-00560,6,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,MC5,Civic Center,37.781053,-122.415304
,472-00565,472-00560,5,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,MC5,Civic Center,37.781044,-122.415302
,568-02336,568-02330,6,Black,MS,N,N,SFMTA,ON,0,233,MISSION ST,9085000,MC5,Downtown,37.791338,-122.395434
,568-02335,568-02330,5,Black,MS,N,N,SFMTA,ON,0,233,MISSION ST,9085000,MC5,Downtown,37.791346,-122.395424
,568-02334,568-02330,4,Black,MS,N,N,SFMTA,ON,0,233,MISSION ST,9085000,MC5,Downtown,37.791353,-122.395415
,568-02333,568-02330,3,Black,MS,N,N,SFMTA,ON,0,233,MISSION ST,9085000,MC5,Downtown,37.791359,-122.395408
,568-02332,568-02330,2,Black,MS,N,N,SFMTA,ON,0,233,MISSION ST,9085000,MC5,Downtown,37.791367,-122.395398
,568-02279,568-02270,9,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.79138,-122.395382
,568-02278,568-02270,8,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.791386,-122.395374
,568-02277,568-02270,7,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.791393,-122.395366
,568-02276,568-02270,6,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.7914,-122.395356
,568-02275,568-02270,5,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.791407,-122.395347
,568-02274,568-02270,4,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.791414,-122.395338
,568-02273,568-02270,3,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.791421,-122.39533
,568-02272,568-02270,2,Black,MS,N,N,SFMTA,ON,0,227,MISSION ST,9085000,MC5,Downtown,37.791427,-122.395322
,568-02219,568-02210,9,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.791441,-122.395305
,568-02218,568-02210,8,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.791449,-122.395296
,568-02217,568-02210,7,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.791456,-122.395287
,568-02216,568-02210,6,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.791462,-122.395278
,568-02215,568-02210,5,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.791469,-122.395271
,568-02214,568-02210,4,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.791476,-122.395262
,568-02213,568-02210,3,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.791483,-122.395252
,568-02212,568-02210,2,Black,MS,N,N,SFMTA,ON,0,221,MISSION ST,9085000,MC5,Downtown,37.79149,-122.395244
,568-02159,568-02150,9,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.791503,-122.395228
,568-02158,568-02150,8,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.79151,-122.395219
,568-02157,568-02150,7,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.791516,-122.395211
,440-38240,-,0,Black,SS,N,N,SFMTA,ON,0,3824,GEARY BLVD,6058201,MC3, ,37.781316,-122.460723
,224-31710,-,0,Black,SS,N,N,SFMTA,ON,0,3171,24TH ST,1341000,MC3, ,37.752335,-122.415823
,218-41134,218-41130,4,Black,MS,N,N,SFMTA,ON,0,4113,18TH ST,892000,MC3, ,37.760801,-122.435584
,218-41133,218-41130,3,Black,MS,N,N,SFMTA,ON,0,4113,18TH ST,892000,MC3, ,37.760802,-122.435572
,218-41132,218-41130,2,Black,MS,N,N,SFMTA,ON,0,4113,18TH ST,892000,MC3, ,37.760802,-122.43556
,218-40065,218-40060,5,Black,MS,N,N,SFMTA,ON,0,4006,18TH ST,891000,MC3, ,37.760992,-122.434201
,218-40064,218-40060,4,Black,MS,N,N,SFMTA,ON,0,4006,18TH ST,891000,MC3, ,37.760993,-122.434191
,218-40063,218-40060,3,Black,MS,N,N,SFMTA,ON,0,4006,18TH ST,891000,MC3, ,37.760994,-122.434177
,218-40062,218-40060,2,Black,MS,N,N,SFMTA,ON,0,4006,18TH ST,891000,MC3, ,37.760995,-122.434165
,352-04296,352-04290,6,Black,MS,N,N,SFMTA,ON,0,429,CASTRO ST,3790000,MC3, ,37.761538,-122.434958
,352-04295,352-04290,5,Black,MS,N,N,SFMTA,ON,0,429,CASTRO ST,3790000,MC3, ,37.761548,-122.434959
,352-04294,352-04290,4,Black,MS,N,N,SFMTA,ON,0,429,CASTRO ST,3790000,MC3, ,37.761558,-122.43496
,462-14260,-,0,Black,SS,N,N,SFMTA,ON,0,1426,HAIGHT ST,6618000,MC3, ,37.770168,-122.446163
,561-00182,561-00180,2,Black,MS,N,N,SFMTA,ON,0,18,MAIN ST,8627000,MC5,Downtown,37.792605,-122.396017
,561-00160,561-00160,10,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792619,-122.396035
,561-00169,561-00160,9,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792625,-122.396041
,561-00168,561-00160,8,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792632,-122.39605
,561-00167,561-00160,7,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792639,-122.396059
,561-00166,561-00160,6,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792645,-122.396067
,561-00165,561-00160,5,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792653,-122.396076
,561-00164,561-00160,4,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.79266,-122.396085
,561-00163,561-00160,3,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792666,-122.396093
,561-00162,561-00160,2,Black,MS,N,N,SFMTA,ON,0,16,MAIN ST,8627000,MC5,Downtown,37.792674,-122.396103
,501-01124,501-01120,4,Black,MS,N,N,SFMTA,ON,0,112,JESSIE ST,7517000,MC5,Downtown,37.788196,-122.400719
,501-01125,501-01120,5,Black,MS,N,N,SFMTA,ON,0,112,JESSIE ST,7517000,MC5,Downtown,37.788188,-122.400729
